,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
301,40,Ajax Amsterdam,Eredivisie,£13.95m,24,£4.05m,13,"-11,00 Mill. £",2001.0
302,41,Real Zaragoza,LaLiga,£13.73m,9,-,7,"-15,25 Mill. £",2001.0
303,42,Feyenoord Rotterdam,Eredivisie,£13.10m,19,£6.66m,11,"-7,15 Mill. £",2001.0
304,43,FC Girondins Bordeaux,Ligue 1,£12.85m,19,£15.69m,17,"3,16 Mill. £",2001.0
305,44,VfL Wolfsburg,Bundesliga,£12.60m,16,£7.92m,11,"-5,20 Mill. £",2001.0
306,45,Charlton Athletic,Premier League,£12.15m,14,£1.24m,16,"-12,13 Mill. £",2001.0
307,46,Hamburger SV,Bundesliga,£11.99m,12,£5.76m,16,"-6,92 Mill. £",2001.0
308,47,US Lecce,Serie A,£11.79m,17,-,15,"-13,10 Mill. £",2001.0
309,48,Olympiacos Piraeus,Super League,£11.70m,9,-,7,"-13,00 Mill. £",2001.0
310,49,PSV Eindhoven,Eredivisie,£10.98m,10,£28.08m,11,"19,00 Mill. £",2001.0
311,50,Celtic FC,Scotland,£10.96m,12,£2.61m,13,"-9,28 Mill. £",2001.0
313,51,FC Schalke 04,Bundesliga,£10.87m,10,£585k,8,"-11,43 Mill. £",2001.0
314,52,Bayer 04 Leverkusen,Bundesliga,£10.80m,15,£8.28m,9,"-2,80 Mill. £",2001.0
315,53,Real Betis Balompié,LaLiga,£9.97m,14,£180k,15,"-10,88 Mill. £",2001.0
316,54,Valencia CF,LaLiga,£9.72m,16,£44.10m,11,"38,20 Mill. £",2001.0
317,55,Everton FC,Premier League,£9.45m,8,£10.73m,13,"1,43 Mill. £",2001.0
318,56,AC Perugia,Serie A,£9.33m,31,£21.60m,26,"13,64 Mill. £",2001.0
319,57,Sporting CP,Portugal,£9.05m,16,£5.69m,26,"-3,73 Mill. £",2001.0
320,58,1.FC Kaiserslautern,Bundesliga,£8.33m,12,£3.65m,10,"-5,20 Mill. £",2001.0
321,59,Besiktas JK,Süper Lig,£7.52m,30,£9.68m,25,"2,40 Mill. £",2001.0
322,60,Torino Calcio,Serie A,£7.41m,19,-,22,"-8,23 Mill. £",2001.0
323,61,FC Porto,Portugal,£7.29m,29,-,25,"-8,10 Mill. £",2001.0
324,62,VfB Stuttgart,Bundesliga,£7.25m,6,£2.41m,11,"-5,38 Mill. £",2001.0
325,63,Celta de Vigo,LaLiga,£7.20m,16,£10.01m,16,"3,12 Mill. £",2001.0
326,64,Coventry City,First Division,£7.11m,12,£28.80m,19,"24,10 Mill. £",2001.0
327,65,Cruzeiro Esporte Clube,Brazil,£6.30m,25,£29.70m,22,"26,00 Mill. £",2001.0
328,66,Galatasaray SK,Süper Lig,£6.17m,28,£18.90m,33,"14,15 Mill. £",2001.0
329,67,RC Lens,Ligue 1,£6.17m,26,-,19,"-6,85 Mill. £",2001.0
330,68,Portsmouth FC,First Division,£6.10m,23,£8.10m,19,"2,23 Mill. £",2001.0
331,69,Cardiff City,Wales,£6.03m,13,-,7,"-6,70 Mill. £",2001.0
332,70,1. FC Köln,Bundesliga,£5.49m,8,£113k,8,"-5,98 Mill. £",2001.0
333,71,Villarreal CF,LaLiga,£5.46m,7,-,5,"-6,07 Mill. £",2001.0
334,72,Bologna FC 1909,Serie A,£5.40m,13,-,16,"-6,00 Mill. £",2001.0
335,73,Standard Liège,Jupiler Pro League,£5.28m,15,£10.35m,13,"5,63 Mill. £",2001.0
336,74,Genclerbirligi Ankara,Süper Lig,£5.18m,21,£2.70m,17,"-2,75 Mill. £",2001.0
337,75,CSKA Moscow,Premier Liga,£5.15m,21,£90k,17,"-5,62 Mill. £",2001.0
339,76,Wigan Athletic,England,£5.05m,21,£2.74m,20,"-2,57 Mill. £",2001.0
340,77,Austria Vienna,Bundesliga,£4.93m,19,£1.53m,21,"-3,78 Mill. £",2001.0
341,78,Hellas Verona,Serie A,£4.84m,23,£8.37m,21,"3,93 Mill. £",2001.0
342,79,SK Sturm Graz,Bundesliga,£4.55m,13,£1.80m,18,"-3,05 Mill. £",2001.0
343,80,ACF Fiorentina,Serie A,£4.50m,15,£69.08m,14,"71,75 Mill. £",2001.0
344,81,SV Werder Bremen,Bundesliga,£4.48m,11,£7.65m,14,"3,53 Mill. £",2001.0
345,82,RSC Anderlecht,Jupiler Pro League,£4.37m,18,£22.05m,16,"19,65 Mill. £",2001.0
346,83,FC Copenhagen,Denmark,£4.25m,15,£2.21m,14,"-2,28 Mill. £",2001.0
347,84,Derby County,Premier League,£4.13m,14,£15.75m,12,"12,92 Mill. £",2001.0
348,85,Borussia Mönchengladbach,Bundesliga,£3.65m,8,-,3,"-4,05 Mill. £",2001.0
349,86,West Bromwich Albion,First Division,£3.46m,14,£6.75m,12,"3,66 Mill. £",2001.0
350,87,FC Nantes,Ligue 1,£3.42m,15,£13.55m,10,"11,25 Mill. £",2001.0
351,88,FC Hansa Rostock,Bundesliga,£3.26m,10,£4.64m,8,"1,53 Mill. £",2001.0
352,89,Fenerbahce SK,Süper Lig,£3.20m,16,-,9,"-3,55 Mill. £",2001.0
353,90,AC Venezia 1907,Serie A,£3.15m,22,£2.00m,21,"-1,28 Mill. £",2001.0
354,91,Udinese Calcio,Serie A,£2.93m,36,£31.50m,27,"31,75 Mill. £",2001.0
355,92,Bolton Wanderers,Premier League,£2.82m,26,£63k,22,"-3,06 Mill. £",2001.0
356,93,FC Energie Cottbus,Bundesliga,£2.70m,14,-,12,"-3,01 Mill. £",2001.0
357,94,TSV 1860 Munich,Bundesliga,£2.70m,9,£2.03m,8,-750 Th. £,2001.0
358,95,Brescia Calcio,Serie A,£2.70m,24,-,21,"-3,00 Mill. £",2001.0
359,96,Chievo Verona,Serie A,£2.66m,32,-,26,"-2,95 Mill. £",2001.0
360,97,AS Livorno,Serie C - A,£2.52m,13,-,12,"-2,80 Mill. £",2001.0
361,98,Roda JC Kerkrade,Eredivisie,£2.39m,7,£1.62m,5,-850 Th. £,2001.0
362,99,Burnley FC,First Division,£2.32m,14,£392k,7,"-2,14 Mill. £",2001.0
363,100,FC Basel 1893,Super League,£2.30m,8,-,10,"-2,56 Mill. £",2001.0
365,101,VfL Bochum,2.Bundesliga,£2.30m,10,£3.20m,12,"1,00 Mill. £",2001.0
366,102,FC St. Pauli,Bundesliga,£2.27m,13,£450k,13,"-2,03 Mill. £",2001.0
367,103,Atalanta BC,Serie A,£2.25m,24,£26.10m,20,"26,50 Mill. £",2001.0
368,104,Al-Ahli Dubai Club,United Arab Emirates,£2.25m,2,-,0,"-2,50 Mill. £",2001.0
369,105,RCD Mallorca,LaLiga,£2.25m,13,£4.86m,15,"2,90 Mill. £",2001.0
370,106,Kawasaki Frontale,J2 League,£2.25m,12,-,12,"-2,50 Mill. £",2001.0
371,107,Club Atlético River Plate,Argentina,£2.12m,17,£36.81m,19,"38,55 Mill. £",2001.0
372,108,Norwich City,First Division,£2.04m,9,£81k,7,"-2,18 Mill. £",2001.0
373,109,Crystal Palace,First Division,£2.02m,20,£360k,20,"-1,85 Mill. £",2001.0
374,110,Hibernian FC,Scotland,£1.98m,15,£158k,11,"-2,03 Mill. £",2001.0
375,111,AC Sparta Praha,Czech Republic,£1.98m,23,£1.28m,19,-775 Th. £,2001.0
376,112,Spartak Moscow,Premier Liga,£1.98m,17,£405k,17,"-1,75 Mill. £",2001.0
377,113,Birmingham City,First Division,£1.82m,22,-,19,"-2,03 Mill. £",2001.0
378,114,Excelsior Mouscron,Jupiler Pro League,£1.80m,5,£1.80m,8,+-0,2001.0
379,115,AJ Auxerre,Ligue 1,£1.80m,11,-,9,"-2,00 Mill. £",2001.0
380,116,Caracas FC,Venezuela,£1.80m,3,-,3,"-2,00 Mill. £",2001.0
381,117,Grasshopper Club Zurich,Super League,£1.72m,14,£1.62m,13,-110 Th. £,2001.0
382,118,NEC Nijmegen,Eredivisie,£1.71m,10,£2.12m,16,450 Th. £,2001.0
383,119,Levski Sofia,Bulgaria,£1.67m,22,£743k,18,"-1,03 Mill. £",2001.0
384,120,LOSC Lille,Ligue 1,£1.62m,9,-,11,"-1,80 Mill. £",2001.0
385,121,CA Osasuna,LaLiga,£1.62m,15,£405k,20,"-1,35 Mill. £",2001.0
386,122,Preston North End,First Division,£1.60m,14,£6.77m,13,"5,75 Mill. £",2001.0
387,123,Shakhtar Donetsk,Premier Liga,£1.58m,9,-,4,"-1,75 Mill. £",2001.0
388,124,Club Atlético Unión (Santa Fe),Argentina,£1.53m,13,£360k,12,"-1,30 Mill. £",2001.0
389,125,Djurgardens IF,Sweden,£1.49m,8,-,9,"-1,66 Mill. £",2001.0
391,126,Sheffield Wednesday,First Division,£1.49m,15,£113k,15,"-1,53 Mill. £",2001.0
392,127,1.FC Nuremberg,Bundesliga,£1.47m,11,£2.77m,15,"1,44 Mill. £",2001.0
393,128,Watford FC,First Division,£1.46m,23,£1.39m,16,-80 Th. £,2001.0
394,129,Steaua Bukarest,Romania,£1.44m,10,-,6,"-1,60 Mill. £",2001.0
395,130,AZ Alkmaar,Eredivisie,£1.44m,7,-,9,"-1,60 Mill. £",2001.0
396,131,KRC Genk,Jupiler Pro League,£1.35m,11,£1.58m,11,250 Th. £,2001.0
397,132,Lokomotiv Moscow,Premier Liga,£1.35m,6,£63k,8,"-1,43 Mill. £",2001.0
398,133,RKC Waalwijk,Eredivisie,£1.26m,15,£5.06m,11,"4,23 Mill. £",2001.0
399,134,Wimbledon FC,First Division,£1.24m,18,£8.42m,16,"7,98 Mill. £",2001.0
400,135,FC Twente Enschede,Eredivisie,£1.17m,13,£7.56m,9,"7,10 Mill. £",2001.0
401,136,Karlsruher SC,2.Bundesliga,£1.13m,13,£1.58m,11,500 Th. £,2001.0
402,137,Ancona Calcio,Serie B,£1.03m,24,£697k,28,-368 Th. £,2001.0
403,138,Panionios Athens,Super League,£945k,17,£2.84m,20,"2,10 Mill. £",2001.0
404,139,Barnsley FC,First Division,£923k,23,£945k,20,25 Th. £,2001.0
405,140,Dynamo Kyiv,Premier Liga,£900k,10,-,11,"-1,00 Mill. £",2001.0
406,141,Rayo Vallecano,LaLiga,£900k,19,-,15,"-1,00 Mill. £",2001.0
407,142,OFK Beograd,Serbia,£900k,15,£1.10m,15,220 Th. £,2001.0
408,143,Piacenza FC,Serie A,£882k,16,£11.14m,14,"11,39 Mill. £",2001.0
409,144,SK Slavia Prag,Czech Republic,£878k,10,£1.08m,11,225 Th. £,2001.0
410,145,Club Atlético Boca Juniors,Argentina,£855k,25,£15.30m,23,"16,05 Mill. £",2001.0
411,146,Shanghai COSCO Huili,China,£855k,3,-,4,-950 Th. £,2001.0
412,147,1.FC Saarbrücken,2.Bundesliga,£833k,23,£720k,17,-125 Th. £,2001.0
413,148,Clube de Regatas do Flamengo,Brazil,£774k,17,£12.77m,14,"13,33 Mill. £",2001.0
414,149,Oldham Athletic,England,£768k,24,-,13,-853 Th. £,2001.0
415,150,Club Brugge KV,Jupiler Pro League,£765k,8,-,7,-850 Th. £,2001.0
417,151,Rot-Weiß Oberhausen,2.Bundesliga,£765k,13,-,12,-850 Th. £,2001.0
418,152,Crewe Alexandra,First Division,£765k,21,£675k,19,-100 Th. £,2001.0
419,153,SV Werder Bremen II,Regionalliga Nord,£747k,20,-,18,-830 Th. £,2001.0
420,154,Lierse SK,Jupiler Pro League,£738k,10,£4.95m,17,"4,68 Mill. £",2001.0
421,155,1.FC Union Berlin,2.Bundesliga,£729k,10,-,14,-810 Th. £,2001.0
422,156,Figueirense Futebol Clube,Brazil,£720k,13,-,10,-800 Th. £,2001.0
423,157,Esperance Tunis,Tunisia,£720k,10,£855k,9,150 Th. £,2001.0
424,158,CF Monterrey,Mexico,£720k,8,-,10,-800 Th. £,2001.0
425,159,Inter Milan Primavera,Italy,£698k,10,-,8,-775 Th. £,2001.0
426,160,Dundee United FC,Scotland,£675k,13,£675k,11,+-0,2001.0
427,161,Grêmio Foot-Ball Porto Alegrense,Brazil,£675k,17,£16.65m,14,"17,75 Mill. £",2001.0
428,162,Krylya Sovetov Samara,Premier Liga,£675k,7,-,10,-750 Th. £,2001.0
429,163,Deportivo Alavés,LaLiga,£675k,11,£20.70m,11,"22,25 Mill. £",2001.0
430,164,Millwall FC,First Division,£675k,15,£1.50m,19,920 Th. £,2001.0
431,165,AEK Athens,Super League,£675k,17,£1.53m,15,950 Th. £,2001.0
432,166,FC Aarau,Super League,£630k,14,£90k,15,-600 Th. £,2001.0
433,167,Torpedo Moscow,Premier Liga,£630k,15,-,16,-700 Th. £,2001.0
434,168,Eintracht Frankfurt,2.Bundesliga,£630k,10,-,16,-700 Th. £,2001.0
435,169,Tromsø IL,OBOS-ligaen,£630k,7,-,13,-700 Th. £,2001.0
436,170,FC Lorient,Ligue 1,£630k,20,£1.76m,12,"1,25 Mill. £",2001.0
437,171,Diyarbakirspor,Süper Lig,£630k,30,-,22,-700 Th. £,2001.0
438,172,FC Kärnten,Bundesliga,£630k,13,£900k,13,300 Th. £,2001.0
439,173,Rotherham United,First Division,£585k,9,-,8,-650 Th. £,2001.0
440,174,Hull City,England,£572k,20,-,17,-635 Th. £,2001.0
441,175,Hannover 96,2.Bundesliga,£563k,12,£248k,15,-350 Th. £,2001.0
443,176,São Paulo Futebol Clube,Brazil,£540k,11,£3.21m,14,"2,97 Mill. £",2001.0
444,177,Arminia Bielefeld,2.Bundesliga,£540k,11,£2.09m,11,"1,73 Mill. £",2001.0
445,178,Willem II Tilburg,Eredivisie,£527k,5,£900k,8,415 Th. £,2001.0
446,179,Saturn Ramenskoe,Premier Liga,£518k,12,£225k,9,-325 Th. £,2001.0
447,180,Club Atlético Banfield,Argentina,£495k,15,-,4,-550 Th. £,2001.0
448,181,Bröndby IF,Denmark,£482k,7,£1.31m,4,915 Th. £,2001.0
449,182,AC Reggiana,Serie C - A,£464k,23,-,25,-516 Th. £,2001.0
450,183,FC Utrecht,Eredivisie,£450k,11,£3.42m,8,"3,30 Mill. £",2001.0
451,184,Arsenal FC Reserves,England,£450k,8,-,3,-500 Th. £,2001.0
452,185,KAA Gent,Jupiler Pro League,£450k,12,£3.78m,12,"3,70 Mill. £",2001.0
453,186,FC Empoli,Serie B,£450k,16,£585k,13,150 Th. £,2001.0
454,187,SC Heerenveen,Eredivisie,£450k,13,-,11,-500 Th. £,2001.0
455,188,Atlético Paranaense,Brazil,£450k,13,-,16,-500 Th. £,2001.0
456,189,AS Saint-Étienne,Ligue 2,£450k,18,£4.50m,17,"4,50 Mill. £",2001.0
457,190,Stockport County,First Division,£428k,18,£1.35m,20,"1,03 Mill. £",2001.0
458,191,Grazer AK,Bundesliga,£423k,13,-,11,-470 Th. £,2001.0
459,192,Juventus Primavera,Italy,£405k,5,-,6,-450 Th. £,2001.0
460,193,Anorthosis Famagusta,Cyprus,£405k,9,-,9,-450 Th. £,2001.0
461,194,Wycombe Wanderers,England,£405k,15,-,10,-450 Th. £,2001.0
462,195,Kashiwa Reysol,J1 - 2nd Stage,£360k,6,-,5,-400 Th. £,2001.0
463,196,Eintracht Braunschweig,Regionalliga Nord,£360k,15,£540k,18,200 Th. £,2001.0
464,197,Karpaty Lviv,Premier Liga,£360k,8,-,4,-400 Th. £,2001.0
465,198,Shamrock Rovers,Ireland,£360k,3,-,1,-400 Th. £,2001.0
466,199,SpVgg Greuther Fürth,2.Bundesliga,£360k,14,£1.26m,19,"1,00 Mill. £",2001.0
467,200,Zeleznik Belgrad,Serbia,£360k,15,£180k,9,-200 Th. £,2001.0
469,201,Dundee FC,Scotland,£360k,21,£990k,18,700 Th. £,2001.0
470,202,Sociedade Esportiva do Gama (DF),Brazil,£360k,8,£720k,6,400 Th. £,2001.0
471,203,Club Atlético San Lorenzo de Almagro,Argentina,£360k,17,£5.06m,20,"5,22 Mill. £",2001.0
472,204,Shandong Luneng Taishan,China,£360k,5,-,4,-400 Th. £,2001.0
473,205,NAC Breda,Eredivisie,£338k,5,-,12,-375 Th. £,2001.0
474,206,Queens Park Rangers,England,£338k,22,£2.30m,23,"2,18 Mill. £",2001.0
475,207,Real Madrid U17,Spain,£338k,2,-,2,-375 Th. £,2001.0
476,208,Grimsby Town,First Division,£338k,19,-,17,-375 Th. £,2001.0
477,209,FK Lyn,Eliteserien,£338k,9,-,8,-375 Th. £,2001.0
478,210,Sheffield United,First Division,£338k,19,-,14,-375 Th. £,2001.0
479,211,Vicenza Calcio,Serie B,£338k,23,£18.45m,24,"20,13 Mill. £",2001.0
480,212,SC Bastia,Ligue 1,£333k,15,£8.55m,21,"9,13 Mill. £",2001.0
481,213,Aarhus GF,Denmark,£324k,14,£122k,10,-225 Th. £,2001.0
482,214,PAOK Thessaloniki,Super League,£315k,14,£3.65m,8,"3,70 Mill. £",2001.0
483,215,Aris Thessaloniki,Super League,£315k,14,-,10,-350 Th. £,2001.0
484,216,Jeonbuk Hyundai Motors FC,K League 1,£315k,13,-,4,-350 Th. £,2001.0
485,217,Tranmere Rovers,England,£315k,8,£477k,10,180 Th. £,2001.0
486,218,Dinamo St. Petersburg,Russia,£288k,16,-,7,-320 Th. £,2001.0
487,219,Dinamo Bukarest,Romania,£288k,17,£4.95m,18,"5,18 Mill. £",2001.0
488,220,Alemannia Aachen,2.Bundesliga,£282k,10,£1.26m,15,"1,09 Mill. £",2001.0
489,221,CSKA Sofia,Bulgaria,£270k,13,£113k,12,-175 Th. £,2001.0
490,222,FC Skonto Riga,Virsliga,£270k,7,-,11,-300 Th. £,2001.0
491,223,Racing Ferrol,LaLiga2,£270k,19,-,10,-300 Th. £,2001.0
492,224,IK Start,Eliteserien,£270k,7,-,10,-300 Th. £,2001.0
493,225,SD Eibar,LaLiga2,£270k,15,-,19,-300 Th. £,2001.0
495,226,Vejle Boldklub,Denmark,£270k,9,-,3,-300 Th. £,2001.0
496,227,Germinal Beerschot Antwerpen,Jupiler Pro League,£270k,10,£1.35m,16,"1,20 Mill. £",2001.0
497,228,Rostselmash Rostov,Premier Liga,£261k,13,£675k,10,460 Th. £,2001.0
498,229,AS Nancy-Lorraine,Ligue 2,£252k,20,£2.97m,22,"3,02 Mill. £",2001.0
499,230,Maccabi Haifa,Israel,£252k,9,-,5,-280 Th. £,2001.0
500,231,Stoke City,England,£234k,18,£4.41m,17,"4,64 Mill. £",2001.0
501,232,Genoa CFC,Serie B,£230k,16,-,18,-255 Th. £,2001.0
502,233,Botafogo Rio de Janeiro,Brazil,£225k,8,-,18,-250 Th. £,2001.0
503,234,FC Volendam,Keuken Kampioen Divisie,£225k,11,-,13,-250 Th. £,2001.0
504,235,SC Braga,Portugal,£225k,21,£2.25m,14,"2,25 Mill. £",2001.0
505,236,Livingston FC,Scotland,£225k,30,£270k,23,50 Th. £,2001.0
506,237,IFK Norrköping,Sweden,£225k,6,-,10,-250 Th. £,2001.0
507,238,Blackpool FC,England,£221k,13,£2.39m,9,"2,40 Mill. £",2001.0
508,239,Carlisle United,England,£216k,13,£189k,8,-30 Th. £,2001.0
509,240,MSV Duisburg,2.Bundesliga,£214k,11,£540k,19,363 Th. £,2001.0
510,241,Wisla Kraków,Ekstraklasa,£203k,27,£1.49m,19,"1,43 Mill. £",2001.0
511,242,Notts County,England,£203k,18,-,17,-225 Th. £,2001.0
512,243,Luton Town,England,£189k,18,-,16,-210 Th. £,2001.0
513,244,Calcio Monza,Serie C - A,£186k,22,-,29,-207 Th. £,2001.0
514,245,Dinamo Tbilisi,Erovnuli Liga (bis 2016/17),£180k,13,-,4,-200 Th. £,2001.0
515,246,FK Vojvodina Novi Sad,Serbia,£180k,12,£450k,10,300 Th. £,2001.0
516,247,MTK Hungária FC,Hungary,£180k,13,-,9,-200 Th. £,2001.0
517,248,Lokomotiv Moscow II,Russia,£180k,10,-,9,-200 Th. £,2001.0
518,249,Real Murcia CF,LaLiga2,£180k,12,-,12,-200 Th. £,2001.0
519,250,St. Johnstone FC,Scotland,£180k,13,£878k,16,775 Th. £,2001.0
521,1,FC Internazionale,Serie A,£98.64m,34,£94.73m,19,"-4,35 Mill. £",2002.0
522,2,Milan AC,Serie A,£63.98m,30,£36.54m,24,"-30,48 Mill. £",2002.0
523,3,Juventus FC,Serie A,£54.84m,40,£5.68m,25,"-54,63 Mill. £",2002.0
524,4,Manchester United,Premier League,£43.68m,16,£3.15m,16,"-45,03 Mill. £",2002.0
525,5,AC Parma,Serie A,£43.65m,34,£80.24m,29,"40,65 Mill. £",2002.0
526,6,Real Madrid,LaLiga,£40.50m,16,-,12,"-45,00 Mill. £",2002.0
527,7,Manchester City,Premier League,£40.01m,15,£675k,13,"-43,70 Mill. £",2002.0
528,8,Deportivo de La Coruña,LaLiga,£35.10m,18,£8.73m,13,"-29,30 Mill. £",2002.0
529,9,Middlesbrough FC,Premier League,£33.66m,22,-,25,"-37,40 Mill. £",2002.0
530,10,Newcastle United,Premier League,£31.10m,12,£203k,13,"-34,33 Mill. £",2002.0
531,11,Liverpool FC,Premier League,£28.35m,20,£10.35m,16,"-20,00 Mill. £",2002.0
532,12,Bayer 04 Leverkusen,Bundesliga,£27.36m,20,£14.36m,15,"-14,45 Mill. £",2002.0
533,13,Sunderland AFC,Premier League,£26.44m,26,-,19,"-29,38 Mill. £",2002.0
534,14,Atlético Madrid,LaLiga,£23.76m,20,£6.21m,19,"-19,50 Mill. £",2002.0
535,15,Bayern Munich,Bundesliga,£22.05m,6,£3.15m,7,"-21,00 Mill. £",2002.0
536,16,PSV Eindhoven,Eredivisie,£21.29m,23,£180k,15,"-23,45 Mill. £",2002.0
537,17,FC Schalke 04,Bundesliga,£17.33m,9,£180k,13,"-19,05 Mill. £",2002.0
538,18,West Bromwich Albion,Premier League,£15.26m,10,-,6,"-16,95 Mill. £",2002.0
539,19,Stade Rennais FC,Ligue 1,£14.24m,23,£3.15m,19,"-12,33 Mill. £",2002.0
540,20,Birmingham City,Premier League,£14.11m,22,£1.04m,18,"-14,53 Mill. £",2002.0
541,21,Everton FC,Premier League,£12.35m,22,£338k,17,"-13,35 Mill. £",2002.0
542,22,SS Lazio,Serie A,£12.15m,15,£61.64m,15,"54,99 Mill. £",2002.0
543,23,RCD Espanyol Barcelona,LaLiga,£11.49m,17,-,15,"-12,77 Mill. £",2002.0
544,24,Paris Saint-Germain,Ligue 1,£11.48m,27,£20.93m,19,"10,50 Mill. £",2002.0
545,25,Fenerbahce SK,Süper Lig,£11.12m,15,£4.68m,13,"-7,15 Mill. £",2002.0
547,26,Galatasaray SK,Süper Lig,£11.07m,24,£900k,22,"-11,30 Mill. £",2002.0
548,27,Southampton FC,Premier League,£10.80m,16,-,18,"-12,00 Mill. £",2002.0
549,28,São Paulo Futebol Clube,Brazil,£10.62m,16,£7.72m,12,"-3,23 Mill. £",2002.0
550,29,FC Barcelona,LaLiga,£10.35m,16,£10.40m,13,50 Th. £,2002.0
551,30,FC Porto,Liga NOS,£10.26m,25,£16.20m,23,"6,60 Mill. £",2002.0
552,31,Reggina Calcio,Serie A,£10.17m,25,-,21,"-11,30 Mill. £",2002.0
553,32,Arsenal FC,Premier League,£9.65m,19,£7.40m,18,"-2,51 Mill. £",2002.0
554,33,Tottenham Hotspur,Premier League,£9.45m,23,£1.22m,21,"-9,15 Mill. £",2002.0
555,34,FC Girondins Bordeaux,Ligue 1,£9.45m,15,£5.67m,15,"-4,20 Mill. £",2002.0
556,35,Borussia Dortmund,Bundesliga,£9.14m,7,£1.40m,11,"-8,60 Mill. £",2002.0
557,36,Aston Villa,Premier League,£8.17m,23,£6.21m,17,"-2,18 Mill. £",2002.0
558,37,Besiktas JK,Süper Lig,£7.81m,26,£900k,20,"-7,68 Mill. £",2002.0
559,38,Rangers FC,Scotland,£7.11m,14,£9.90m,14,"3,10 Mill. £",2002.0
560,39,Blackburn Rovers,Premier League,£6.53m,20,£1.62m,17,"-5,45 Mill. £",2002.0
561,40,Udinese Calcio,Serie A,£6.30m,26,£1.62m,27,"-5,20 Mill. £",2002.0
562,41,Charlton Athletic,Premier League,£6.08m,14,£2.39m,12,"-4,10 Mill. £",2002.0
563,42,Feyenoord Rotterdam,Eredivisie,£5.85m,24,£585k,18,"-5,85 Mill. £",2002.0
564,43,AS Monaco,Ligue 1,£5.49m,14,£1.62m,10,"-4,30 Mill. £",2002.0
565,44,Celtic FC,Scotland,£5.43m,14,-,16,"-6,04 Mill. £",2002.0
566,45,SV Werder Bremen,Bundesliga,£5.36m,13,£13.46m,11,"9,00 Mill. £",2002.0
567,46,Hannover 96,Bundesliga,£5.22m,19,£5.93m,19,790 Th. £,2002.0
568,47,FC Nantes,Ligue 1,£4.95m,13,£1.80m,12,"-3,50 Mill. £",2002.0
569,48,RC Lens,Ligue 1,£4.95m,21,£16.88m,16,"13,25 Mill. £",2002.0
570,49,US Palermo,Serie B,£4.95m,36,-,31,"-5,50 Mill. £",2002.0
571,50,RSC Anderlecht,Jupiler Pro League,£4.73m,13,£450k,12,"-4,75 Mill. £",2002.0
573,51,Brescia Calcio,Serie A,£4.68m,31,£2.25m,29,"-2,70 Mill. £",2002.0
574,52,Ajax Amsterdam,Eredivisie,£4.53m,25,£360k,20,"-4,63 Mill. £",2002.0
575,53,Club Atlético Newell's Old Boys,Argentina,£4.50m,16,£5.40m,12,"1,00 Mill. £",2002.0
576,54,Olympique Marseille,Ligue 1,£4.50m,26,£5.60m,23,"1,23 Mill. £",2002.0
577,55,1.FC Kaiserslautern,Bundesliga,£4.41m,7,-,8,"-4,90 Mill. £",2002.0
578,56,Dynamo Kyiv,Premier Liga,£4.32m,9,£900k,11,"-3,80 Mill. £",2002.0
579,57,UC Sampdoria,Serie B,£4.15m,20,-,26,"-4,61 Mill. £",2002.0
580,58,Ternana Calcio,Serie B,£4.05m,21,£6.75m,24,"3,00 Mill. £",2002.0
581,59,Leeds United,Premier League,£4.05m,18,£72.10m,19,"75,62 Mill. £",2002.0
582,60,Deportivo Alavés,LaLiga,£3.96m,10,-,15,"-4,40 Mill. £",2002.0
583,61,Crystal Palace,First Division,£3.92m,18,£7.13m,19,"3,58 Mill. £",2002.0
584,62,Hamburger SV,Bundesliga,£3.78m,12,£225k,8,"-3,95 Mill. £",2002.0
585,63,Zenit St. Petersburg,Premier Liga,£3.76m,11,-,10,"-4,18 Mill. £",2002.0
586,64,FC Basel 1893,Super League,£3.69m,14,-,10,"-4,10 Mill. £",2002.0
587,65,Borussia Mönchengladbach,Bundesliga,£3.56m,7,£572k,12,"-3,32 Mill. £",2002.0
588,66,Olympique Lyon,Ligue 1,£3.51m,8,£630k,7,"-3,20 Mill. £",2002.0
589,67,LOSC Lille,Ligue 1,£3.42m,15,£13.52m,14,"11,23 Mill. £",2002.0
590,68,Trabzonspor,Süper Lig,£3.24m,23,£1.08m,20,"-2,40 Mill. £",2002.0
591,69,CSKA Moscow,Premier Liga,£3.15m,8,-,11,"-3,50 Mill. £",2002.0
592,70,AEK Athens,Super League,£3.15m,20,-,16,"-3,50 Mill. £",2002.0
593,71,Club Atlético Independiente,Argentina,£3.06m,17,£6.75m,11,"4,10 Mill. £",2002.0
594,72,Krylya Sovetov Samara,Premier Liga,£2.72m,14,£1.35m,7,"-1,53 Mill. £",2002.0
595,73,Fulham FC,Premier League,£2.70m,9,£743k,12,"-2,18 Mill. £",2002.0
596,74,Austria Vienna,Bundesliga,£2.63m,21,-,21,"-2,92 Mill. £",2002.0
597,75,Lokomotiv Moscow,Premier Liga,£2.52m,7,£225k,3,"-2,55 Mill. £",2002.0
599,76,FC Hansa Rostock,Bundesliga,£2.45m,13,£90k,15,"-2,63 Mill. £",2002.0
600,77,Real Zaragoza,LaLiga2,£2.43m,15,£9.90m,13,"8,30 Mill. £",2002.0
601,78,Dinamo Moscow,Premier Liga,£2.41m,15,-,10,"-2,68 Mill. £",2002.0
