,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
850,68,Bolton Wanderers,Premier League,£10.80m,25,£1.80m,17,"-10,00 Mill. £",2009.0
851,69,Rubin Kazan,Premier Liga,£10.58m,15,-,14,"-11,75 Mill. £",2009.0
852,70,Atalanta BC,Serie A,£10.35m,48,£19.64m,35,"10,32 Mill. £",2009.0
853,71,1. FC Köln,Bundesliga,£10.35m,14,£810k,11,"-10,60 Mill. £",2009.0
854,72,Sport Club Internacional,Série A,£9.91m,53,£21.00m,52,"12,32 Mill. £",2009.0
855,73,Borussia Dortmund,Bundesliga,£9.81m,15,£5.72m,8,"-4,55 Mill. £",2009.0
856,74,Portsmouth FC,Premier League,£9.50m,35,£46.85m,40,"41,49 Mill. £",2009.0
857,75,CD Cruz Azul,Liga MX Clausura,£9.47m,25,-,24,"-10,52 Mill. £",2009.0
859,76,Borussia Mönchengladbach,Bundesliga,£9.45m,11,£7.56m,11,"-2,10 Mill. £",2009.0
860,77,Bologna FC 1909,Serie A,£9.42m,29,£3.33m,32,"-6,77 Mill. £",2009.0
861,78,Ipswich Town,Championship,£8.96m,33,£2.20m,32,"-7,51 Mill. £",2009.0
862,79,AS Monaco,Ligue 1,£8.91m,25,£5.47m,23,"-3,83 Mill. £",2009.0
863,80,FC Twente Enschede,Eredivisie,£8.28m,18,£9.90m,17,"1,80 Mill. £",2009.0
864,81,Cagliari Calcio,Serie A,£7.88m,22,£945k,16,"-7,70 Mill. £",2009.0
865,82,UC Sampdoria,Serie A,£7.88m,58,£13.39m,45,"6,13 Mill. £",2009.0
866,83,Standard Liège,Jupiler Pro League,£7.82m,24,£315k,19,"-8,34 Mill. £",2009.0
867,84,LOSC Lille,Ligue 1,£7.74m,18,£16.88m,18,"10,15 Mill. £",2009.0
868,85,FC Schalke 04,Bundesliga,£7.74m,26,£4.32m,10,"-3,80 Mill. £",2009.0
869,86,Al-Ain FC,United Arab Emirates,£7.70m,7,£630k,6,"-7,85 Mill. £",2009.0
870,87,Spartak Moscow,Premier Liga,£7.65m,25,£16.97m,24,"10,35 Mill. £",2009.0
871,88,Sociedade Esportiva Palmeiras,Série A,£7.45m,51,£333k,60,"-7,91 Mill. £",2009.0
872,89,Sport Club Corinthians Paulista,Série A,£7.25m,57,£14.49m,51,"8,05 Mill. £",2009.0
873,90,Tigres UANL,Liga MX Clausura,£7.11m,30,-,28,"-7,90 Mill. £",2009.0
874,91,CF América,Liga MX Clausura,£7.02m,36,£180k,28,"-7,60 Mill. £",2009.0
875,92,Olympiacos Piraeus,Super League,£7.02m,13,£4.50m,11,"-2,80 Mill. £",2009.0
876,93,Cardiff City,Championship,£6.82m,15,£5.72m,13,"-1,23 Mill. £",2009.0
877,94,FC Sochaux-Montbéliard,Ligue 1,£6.75m,21,£9.18m,18,"2,70 Mill. £",2009.0
878,95,Nottingham Forest,Championship,£6.60m,24,-,29,"-7,33 Mill. £",2009.0
879,96,Middlesbrough FC,Championship,£6.56m,24,£42.30m,27,"39,72 Mill. £",2009.0
880,97,Sheffield United,Championship,£6.55m,34,£14.06m,39,"8,35 Mill. £",2009.0
881,98,Fulham FC,Premier League,£6.39m,27,-,26,"-7,11 Mill. £",2009.0
882,99,PSV Eindhoven,Eredivisie,£6.39m,17,£5.67m,13,-800 Th. £,2009.0
883,100,Red Bull Salzburg,Bundesliga,£6.30m,17,£360k,17,"-6,60 Mill. £",2009.0
885,101,Al-Hilal Riyadh,Professional League,£6.30m,7,-,10,"-7,00 Mill. £",2009.0
886,102,FC Lorient,Ligue 1,£6.30m,19,£8.55m,19,"2,50 Mill. £",2009.0
887,103,Al-Wahda FC Abu Dhabi,United Arab Emirates,£6.30m,9,-,7,"-7,00 Mill. £",2009.0
888,104,Real Valladolid CF,LaLiga,£6.01m,21,£8.55m,21,"2,83 Mill. £",2009.0
889,105,Bayer 04 Leverkusen,Bundesliga,£5.90m,18,£1.44m,17,"-4,95 Mill. £",2009.0
890,106,Reading FC,Championship,£5.79m,31,£13.37m,35,"8,42 Mill. £",2009.0
891,107,West Bromwich Albion,Championship,£5.74m,28,£4.33m,28,"-1,57 Mill. £",2009.0
892,108,Newcastle United,Championship,£5.64m,19,£24.35m,22,"20,79 Mill. £",2009.0
893,109,Brescia Calcio,Serie B,£5.40m,36,£6.30m,30,1.000 Th. £,2009.0
894,110,AZ Alkmaar,Eredivisie,£5.40m,16,£11.70m,13,"7,00 Mill. £",2009.0
895,111,FC Toulouse,Ligue 1,£5.40m,14,£10.76m,12,"5,95 Mill. £",2009.0
896,112,Racing Santander,LaLiga,£5.40m,22,£7.65m,22,"2,50 Mill. £",2009.0
897,113,RCD Espanyol Barcelona,LaLiga,£5.22m,25,£5.13m,18,-100 Th. £,2009.0
898,114,FC Utrecht,Eredivisie,£5.22m,14,-,13,"-5,80 Mill. £",2009.0
899,115,AS Nancy-Lorraine,Ligue 1,£5.13m,22,£5.04m,15,-100 Th. £,2009.0
900,116,Umm Salal Sport Club,Qatar,£5.13m,6,-,10,"-5,70 Mill. £",2009.0
901,117,Alania Vladikavkaz,Premier Liga,£5.06m,23,-,27,"-5,62 Mill. £",2009.0
902,118,Desportivo Brasil Ltda (SP),Brazil,£4.95m,65,£24.63m,54,"21,87 Mill. £",2009.0
903,119,Valenciennes FC,Ligue 1,£4.91m,15,£450k,11,"-4,95 Mill. £",2009.0
904,120,Feyenoord Rotterdam,Eredivisie,£4.86m,20,£720k,22,"-4,60 Mill. £",2009.0
905,121,Calcio Padova,Serie B,£4.86m,32,£225k,34,"-5,15 Mill. £",2009.0
906,122,UD Almería,LaLiga,£4.68m,11,£6.75m,9,"2,30 Mill. £",2009.0
907,123,Trabzonspor,Süper Lig,£4.60m,35,£2.88m,23,"-1,91 Mill. £",2009.0
908,124,FC Basel 1893,Super League,£4.58m,20,£3.44m,18,"-1,27 Mill. £",2009.0
909,125,Valencia CF,LaLiga,£4.50m,23,£18.56m,18,"15,63 Mill. £",2009.0
911,126,RC Lens,Ligue 1,£4.46m,20,£2.70m,14,"-1,95 Mill. £",2009.0
912,127,Grêmio Foot-Ball Porto Alegrense,Série A,£4.46m,44,£11.70m,51,"8,05 Mill. £",2009.0
913,128,Torino FC,Serie B,£4.29m,52,£15.26m,46,"12,18 Mill. £",2009.0
914,129,AC Cesena,Serie B,£4.28m,38,-,32,"-4,75 Mill. £",2009.0
915,130,Club Deportivo Maldonado,Uruguay,£4.23m,7,-,9,"-4,70 Mill. £",2009.0
916,131,Milan Primavera,Primavera B,£4.23m,14,£45k,23,"-4,65 Mill. £",2009.0
917,132,Hertha BSC,Bundesliga,£4.06m,19,£7.70m,22,"4,04 Mill. £",2009.0
918,133,EA Guingamp,Ligue 2,£4.01m,15,£2.70m,12,"-1,45 Mill. £",2009.0
919,134,Racing Club,Torneo Final,£3.88m,34,£6.66m,34,"3,09 Mill. £",2009.0
920,135,Al-Shabab Al-Arabi Club,United Arab Emirates,£3.83m,5,-,9,"-4,26 Mill. £",2009.0
921,136,Al-Wasl Sports Club,United Arab Emirates,£3.69m,10,£1.44m,12,"-2,50 Mill. £",2009.0
922,137,Queens Park Rangers,Championship,£3.60m,39,£4.53m,42,"1,03 Mill. £",2009.0
923,138,Real Betis Balompié,LaLiga2,£3.51m,10,£19.35m,14,"17,60 Mill. £",2009.0
924,139,Steaua Bukarest,Liga 1,£3.47m,24,£3.51m,26,50 Th. £,2009.0
925,140,Cruzeiro Esporte Clube,Série A,£3.47m,81,£18.81m,81,"17,05 Mill. £",2009.0
926,141,SC Heerenveen,Eredivisie,£3.33m,24,£8.82m,24,"6,10 Mill. £",2009.0
927,142,HNK Hajduk Split,1.HNL,£3.31m,47,£8.69m,34,"5,97 Mill. £",2009.0
928,143,Kuban Krasnodar,1.Division,£3.29m,30,£4.61m,28,"1,47 Mill. £",2009.0
929,144,1.FSV Mainz 05,Bundesliga,£3.24m,14,£180k,13,"-3,40 Mill. £",2009.0
930,145,Grenoble Foot 38,Ligue 1,£3.24m,13,-,17,"-3,60 Mill. £",2009.0
931,146,AS Roma,Serie A,£3.15m,51,£19.87m,40,"18,58 Mill. £",2009.0
932,147,OGC Nice,Ligue 1,£3.15m,14,£1.31m,12,"-2,05 Mill. £",2009.0
933,148,São Paulo Futebol Clube,Série A,£3.11m,41,£10.26m,46,"7,94 Mill. £",2009.0
934,149,Al-Shabab Riyadh,Professional League,£3.06m,7,-,4,"-3,40 Mill. £",2009.0
935,150,Al Arabi Sports Club,Qatar,£3.02m,6,-,8,"-3,35 Mill. £",2009.0
937,151,Al-Nassr FC,Professional League,£2.93m,26,-,11,"-3,25 Mill. £",2009.0
938,152,SC Freiburg,Bundesliga,£2.84m,16,£401k,10,"-2,71 Mill. £",2009.0
939,153,TSV 1860 Munich,2.Bundesliga,£2.82m,20,£4.77m,22,"2,17 Mill. £",2009.0
940,154,Nagoya Grampus,J1 League,£2.75m,11,£5.13m,12,"2,64 Mill. £",2009.0
941,155,AEK Athens,Super League,£2.74m,30,£4.52m,24,"1,99 Mill. £",2009.0
942,156,Manchester City U18,England,£2.59m,7,-,11,"-2,88 Mill. £",2009.0
943,157,Club Universidad de Chile,Primera División,£2.54m,16,£2.00m,21,-605 Th. £,2009.0
944,158,Southampton FC,League One,£2.54m,33,£4.57m,33,"2,25 Mill. £",2009.0
945,159,Jaguares de Chiapas,Liga MX Clausura,£2.52m,37,£3.15m,37,700 Th. £,2009.0
946,160,Bristol City,Championship,£2.52m,38,£270k,35,"-2,50 Mill. £",2009.0
947,161,PAOK Thessaloniki,Super League,£2.52m,32,£135k,28,"-2,65 Mill. £",2009.0
948,162,Swansea City,Championship,£2.50m,27,£2.41m,19,-100 Th. £,2009.0
949,163,Le Mans Union Club 72,Ligue 1,£2.37m,22,£9.45m,14,"7,87 Mill. £",2009.0
950,164,FC Timisoara,Liga 1,£2.34m,43,£2.75m,29,455 Th. £,2009.0
951,165,Coventry City,Championship,£2.31m,28,£7.54m,27,"5,81 Mill. £",2009.0
952,166,Al Gharafa Sports Club,Qatar,£2.25m,3,-,3,"-2,50 Mill. £",2009.0
953,167,Club Atlético San Lorenzo de Almagro,Torneo Final,£2.22m,27,£6.57m,23,"4,84 Mill. £",2009.0
954,168,KRC Genk,Jupiler Pro League,£2.16m,15,£90k,14,"-2,30 Mill. £",2009.0
955,169,SK Slavia Prag,Fortuna Liga,£2.14m,37,£5.40m,34,"3,63 Mill. £",2009.0
956,170,Athletic Bilbao,LaLiga,£2.12m,12,-,10,"-2,35 Mill. £",2009.0
957,171,Barnsley FC,Championship,£2.10m,25,£630k,27,"-1,64 Mill. £",2009.0
958,172,FC Empoli,Serie B,£2.07m,28,£1.58m,27,-549 Th. £,2009.0
959,173,Villarreal CF B,LaLiga2,£2.07m,22,-,14,"-2,30 Mill. £",2009.0
960,174,Chievo Verona,Serie A,£2.07m,55,£3.51m,44,"1,60 Mill. £",2009.0
961,175,NEC Nijmegen,Eredivisie,£2.04m,19,£513k,17,"-1,70 Mill. £",2009.0
963,176,AS Livorno,Serie A,£2.04m,34,£6.12m,31,"4,53 Mill. £",2009.0
964,177,Club Atlético Boca Juniors,Torneo Final,£2.00m,31,£8.83m,26,"7,60 Mill. £",2009.0
965,178,MKE Ankaragücü,Süper Lig,£1.98m,49,-,55,"-2,20 Mill. £",2009.0
966,179,Sivasspor,Süper Lig,£1.93m,43,£2.55m,33,690 Th. £,2009.0
967,180,FC Vaslui,Liga 1,£1.91m,22,£63k,12,"-2,05 Mill. £",2009.0
968,181,Club Atlético Lanús,Torneo Final,£1.89m,18,£14.81m,15,"14,35 Mill. £",2009.0
969,182,Videoton FC,NB I.,£1.89m,20,-,17,"-2,10 Mill. £",2009.0
970,183,VfL Bochum,Bundesliga,£1.89m,12,£225k,12,"-1,85 Mill. £",2009.0
971,184,Hannover 96,Bundesliga,£1.85m,12,£720k,10,"-1,25 Mill. £",2009.0
972,185,Notts County,League Two,£1.85m,22,£27k,18,"-2,02 Mill. £",2009.0
973,186,US Boulogne,Ligue 1,£1.83m,20,£1.94m,16,115 Th. £,2009.0
974,187,Club de Regatas Vasco da Gama,Série A,£1.83m,36,£9.38m,41,"8,40 Mill. £",2009.0
975,188,Leicester City,Championship,£1.81m,31,£1.08m,31,-810 Th. £,2009.0
976,189,Deportivo de La Coruña,LaLiga,£1.80m,17,£2.43m,15,700 Th. £,2009.0
977,190,CSD Colo Colo,Primera División,£1.78m,29,£5.60m,25,"4,24 Mill. £",2009.0
978,191,FC Groningen,Eredivisie,£1.76m,16,£9.00m,12,"8,04 Mill. £",2009.0
979,192,Maccabi Haifa,Ligat ha'Al,£1.73m,23,£66k,16,"-1,85 Mill. £",2009.0
980,193,Kayserispor,Süper Lig,£1.70m,18,£8.10m,16,"7,11 Mill. £",2009.0
981,194,Metalist Kharkiv,Premier Liga,£1.66m,21,£315k,16,"-1,49 Mill. £",2009.0
982,195,Terek Grozny,Premier Liga,£1.65m,19,-,24,"-1,84 Mill. £",2009.0
983,196,Metalurh Donetsk,Premier Liga,£1.62m,18,£225k,17,"-1,55 Mill. £",2009.0
984,197,Red Star Belgrade,SuperLiga,£1.61m,38,£5.81m,31,"4,67 Mill. £",2009.0
985,198,Lazio Primavera,Primavera C,£1.60m,9,-,13,"-1,78 Mill. £",2009.0
986,199,Derby County,Championship,£1.58m,41,£2.96m,42,"1,53 Mill. £",2009.0
987,200,Aalborg BK,Superligaen,£1.58m,11,£2.51m,12,"1,04 Mill. £",2009.0
989,201,Huddersfield Town,League One,£1.55m,27,-,27,"-1,73 Mill. £",2009.0
990,202,KAA Gent,Jupiler Pro League,£1.53m,13,£5.40m,12,"4,30 Mill. £",2009.0
991,203,Watford FC,Championship,£1.49m,27,£8.07m,28,"7,31 Mill. £",2009.0
992,204,Karlsruher SC,2.Bundesliga,£1.49m,13,£3.80m,16,"2,58 Mill. £",2009.0
993,205,Eskisehirspor,Süper Lig,£1.48m,29,£270k,22,"-1,34 Mill. £",2009.0
994,206,Genclerbirligi Ankara,Süper Lig,£1.46m,58,£900k,44,-625 Th. £,2009.0
995,207,Málaga CF,LaLiga,£1.44m,26,£1.04m,25,-450 Th. £,2009.0
996,208,Clube Atlético Mineiro,Série A,£1.40m,55,£7.65m,61,"6,94 Mill. £",2009.0
997,209,FC Energie Cottbus,2.Bundesliga,£1.40m,15,£1.26m,23,-150 Th. £,2009.0
998,210,FK Jablonec,Fortuna Liga,£1.40m,17,£1.08m,17,-350 Th. £,2009.0
999,211,Club Atlético Independiente,Torneo Final,£1.36m,29,£3.24m,29,"2,09 Mill. £",2009.0
1000,212,Grêmio Barueri Futebol Ltda.,Série A,£1.35m,53,£1.99m,56,710 Th. £,2009.0
1001,213,AJ Auxerre,Ligue 1,£1.35m,19,£4.23m,15,"3,20 Mill. £",2009.0
1002,214,Real Madrid Castilla,2ª B - Grupo II,£1.35m,20,£4.59m,15,"3,60 Mill. £",2009.0
1003,215,AE Larisa,Super League,£1.33m,29,-,24,"-1,48 Mill. £",2009.0
1004,216,Club Atlético River Plate,Torneo Final,£1.32m,29,£5.13m,24,"4,23 Mill. £",2009.0
1005,217,El Ahly Cairo,Premier League,£1.31m,21,£3.27m,18,"2,19 Mill. £",2009.0
1006,218,Club Brugge KV,Jupiler Pro League,£1.31m,17,£945k,15,-400 Th. £,2009.0
1007,219,Norwich City,League One,£1.27m,33,£810k,26,-510 Th. £,2009.0
1008,220,Sporting Gijón,LaLiga,£1.26m,10,£2.97m,13,"1,90 Mill. £",2009.0
1009,221,Lech Poznan,Ekstraklasa,£1.26m,24,£3.15m,16,"2,10 Mill. £",2009.0
1010,222,IFK Göteborg,Allsvenskan,£1.26m,11,£2.66m,10,"1,55 Mill. £",2009.0
1011,223,Inter Milan Primavera,Primavera B,£1.25m,16,-,18,"-1,39 Mill. £",2009.0
1012,224,Peterborough United,Championship,£1.24m,48,£729k,49,-570 Th. £,2009.0
1013,225,Fluminense Football Club,Série A,£1.22m,43,£329k,38,-984 Th. £,2009.0
1015,226,Odense Boldklub,Superligaen,£1.21m,14,£360k,14,-940 Th. £,2009.0
1016,227,CSKA Sofia,Parva Liga,£1.18m,34,£2.54m,35,"1,51 Mill. £",2009.0
1017,228,Deportivo Toluca,Liga MX Clausura,£1.17m,21,£900k,18,-300 Th. £,2009.0
1018,229,Santos Laguna,Liga MX Clausura,£1.17m,21,£810k,16,-400 Th. £,2009.0
1019,230,Liverpool FC U18,England,£1.17m,11,-,9,"-1,30 Mill. £",2009.0
1020,231,Ascoli Calcio 1898,Serie B,£1.17m,39,£5.72m,35,"5,05 Mill. £",2009.0
1021,232,Tom Tomsk,Premier Liga,£1.17m,15,£1.26m,15,100 Th. £,2009.0
1022,233,CFR Cluj,Liga 1,£1.15m,39,£8.01m,37,"7,62 Mill. £",2009.0
1023,234,Skoda Xanthi,Super League,£1.14m,32,£855k,24,-320 Th. £,2009.0
1024,235,Eintracht Frankfurt,Bundesliga,£1.13m,16,£540k,10,-650 Th. £,2009.0
1025,236,Vicenza Calcio,Serie B,£1.12m,56,£2.07m,43,"1,06 Mill. £",2009.0
1026,237,Coimbra Esporte Clube Ltda (MG),Brazil,£1.11m,5,-,4,"-1,24 Mill. £",2009.0
1027,238,RSC Anderlecht,Jupiler Pro League,£1.08m,17,£315k,13,-850 Th. £,2009.0
1028,239,Sepahan FC,Persian Gulf Pro League,£1.08m,18,-,15,"-1,20 Mill. £",2009.0
1029,240,CA Osasuna,LaLiga,£1.08m,13,£3.60m,14,"2,80 Mill. £",2009.0
1030,241,Club Atlético Banfield,Torneo Final,£900k,26,£1.92m,21,"1,13 Mill. £",2009.0
1031,242,CF Monterrey,Liga MX Clausura,£900k,37,£1.17m,35,300 Th. £,2009.0
1032,243,Deportivo Guadalajara,Liga MX Clausura,£900k,31,-,28,"-1,00 Mill. £",2009.0
1033,244,Atlas Guadalajara,Liga MX Clausura,£900k,37,-,24,"-1,00 Mill. £",2009.0
1034,245,Club Atlético Rosario Central,Torneo Final,£695k,22,£3.22m,21,"2,80 Mill. £",2009.0
1035,246,Club Nacional,Primera División,£630k,22,£10.44m,24,"10,90 Mill. £",2009.0
1036,247,Club Estudiantes de La Plata,Torneo Final,£589k,24,£3.55m,24,"3,29 Mill. £",2009.0
1037,248,GNK Dinamo Zagreb,1.HNL,£585k,26,£8.60m,20,"8,91 Mill. £",2009.0
1038,249,CF Pachuca,Liga MX Clausura,£576k,13,£3.15m,9,"2,86 Mill. £",2009.0
1039,250,Once Caldas,Liga Águila II,£540k,24,-,24,-600 Th. £,2009.0
1041,1,Manchester City,Premier League,£165.24m,38,£33.44m,28,"-146,46 Mill. £",2010.0
1042,2,Chelsea FC,Premier League,£109.35m,28,£14.85m,25,"-105,00 Mill. £",2010.0
1043,3,Liverpool FC,Premier League,£87.77m,29,£91.35m,26,"3,98 Mill. £",2010.0
1044,4,Real Madrid,LaLiga,£83.70m,8,£9.45m,7,"-82,50 Mill. £",2010.0
1045,5,Genoa CFC,Serie A,£65.54m,100,£58.73m,67,"-7,57 Mill. £",2010.0
1046,6,FC Barcelona,LaLiga,£65.25m,15,£47.43m,9,"-19,80 Mill. £",2010.0
1047,7,Juventus FC,Serie A,£53.34m,66,£33.10m,52,"-22,50 Mill. £",2010.0
1048,8,VfL Wolfsburg,Bundesliga,£50.54m,20,£53.69m,18,"3,50 Mill. £",2010.0
1049,9,AC Milan,Serie A,£41.45m,64,£23.34m,43,"-20,12 Mill. £",2010.0
1050,10,FC Internazionale,Serie A,£39.36m,57,£54.02m,40,"16,29 Mill. £",2010.0
1051,11,Rubin Kazan,Premier Liga,£39.24m,18,£15.21m,19,"-26,70 Mill. £",2010.0
1052,12,Zenit St. Petersburg,Premier Liga,£38.70m,11,£1.44m,9,"-41,40 Mill. £",2010.0
1053,13,Olympique Marseille,Ligue 1,£37.35m,20,£20.34m,17,"-18,90 Mill. £",2010.0
1054,14,SL Benfica,Liga NOS,£36.74m,71,£77.11m,47,"44,86 Mill. £",2010.0
1055,15,Aston Villa,Premier League,£33.66m,23,£25.56m,22,"-9,00 Mill. £",2010.0
1056,16,Spartak Moscow,Premier Liga,£32.76m,28,£14.67m,23,"-20,10 Mill. £",2010.0
1057,17,FC Schalke 04,Bundesliga,£32.49m,27,£18.05m,27,"-16,05 Mill. £",2010.0
1058,18,FC Porto,Liga NOS,£32.40m,63,£34.90m,45,"2,78 Mill. £",2010.0
1059,19,Atlético Madrid,LaLiga,£30.65m,15,£21.51m,13,"-10,15 Mill. £",2010.0
1060,20,US Palermo,Serie A,£28.61m,62,£21.47m,43,"-7,94 Mill. £",2010.0
1061,21,Anzhi Makhachkala,Premier Liga,£28.08m,28,-,24,"-31,20 Mill. £",2010.0
1062,22,SS Lazio,Serie A,£26.55m,29,£24.33m,22,"-2,47 Mill. £",2010.0
1063,23,Galatasaray SK,Süper Lig,£26.55m,27,£20.48m,23,"-6,75 Mill. £",2010.0
1064,24,Manchester United,Premier League,£26.37m,28,£15.58m,26,"-11,99 Mill. £",2010.0
1065,25,Sunderland AFC,Premier League,£26.19m,32,£37.60m,33,"12,68 Mill. £",2010.0
1067,26,Parma FC,Serie A,£26.01m,85,£12.18m,58,"-15,36 Mill. £",2010.0
1068,27,Shakhtar Donetsk,Premier Liga,£25.61m,20,£6.30m,14,"-21,45 Mill. £",2010.0
1069,28,Olympique Lyon,Ligue 1,£25.60m,10,£9.73m,12,"-17,63 Mill. £",2010.0
1070,29,Dnipro Dnipropetrovsk,Premier Liga,£25.47m,27,-,24,"-28,30 Mill. £",2010.0
1071,30,Valencia CF,LaLiga,£25.07m,23,£75.92m,17,"56,50 Mill. £",2010.0
1072,31,Tottenham Hotspur,Premier League,£23.94m,50,£2.64m,40,"-23,67 Mill. £",2010.0
1073,32,Metalist Kharkiv,Premier Liga,£23.40m,27,£6.26m,20,"-19,05 Mill. £",2010.0
1074,33,Birmingham City,Premier League,£23.04m,26,£158k,23,"-25,43 Mill. £",2010.0
1075,34,Málaga CF,LaLiga,£22.54m,30,-,27,"-25,05 Mill. £",2010.0
1076,35,Dynamo Kyiv,Premier Liga,£22.10m,18,£6.39m,9,"-17,45 Mill. £",2010.0
1077,36,Fenerbahce SK,Süper Lig,£21.24m,15,-,10,"-23,60 Mill. £",2010.0
1078,37,ACF Fiorentina,Serie A,£20.72m,39,£5.18m,24,"-17,27 Mill. £",2010.0
1079,38,Arsenal FC,Premier League,£20.70m,27,£8.64m,26,"-13,40 Mill. £",2010.0
1080,39,Bologna FC 1909,Serie A,£20.26m,28,£7.65m,29,"-14,01 Mill. £",2010.0
1081,40,TSG 1899 Hoffenheim,Bundesliga,£20.21m,18,£38.88m,17,"20,75 Mill. £",2010.0
1082,41,Stade Rennais FC,Ligue 1,£19.98m,23,£30.71m,17,"11,93 Mill. £",2010.0
1083,42,UC Sampdoria,Serie A,£19.70m,54,£22.86m,40,"3,52 Mill. £",2010.0
1084,43,CSKA Moscow,Premier Liga,£19.53m,22,£16.02m,18,"-3,90 Mill. £",2010.0
1085,44,Stoke City,Premier League,£18.99m,27,£6.10m,24,"-14,33 Mill. £",2010.0
1086,45,Wolverhampton Wanderers,Premier League,£18.14m,34,£5.79m,32,"-13,72 Mill. £",2010.0
1087,46,SSC Napoli,Serie A,£17.82m,49,£11.61m,29,"-6,90 Mill. £",2010.0
1088,47,Bayern Munich,Bundesliga,£15.30m,10,£5.40m,10,"-11,00 Mill. £",2010.0
1089,48,Sevilla FC,LaLiga,£15.12m,21,£26.64m,18,"12,80 Mill. £",2010.0
1090,49,Atalanta BC,Serie B,£15.12m,48,£10.82m,38,"-4,77 Mill. £",2010.0
1091,50,SV Werder Bremen,Bundesliga,£14.62m,20,£19.35m,12,"5,26 Mill. £",2010.0
1093,51,West Ham United,Premier League,£14.24m,19,£4.46m,21,"-10,88 Mill. £",2010.0
1094,52,Red Bull Salzburg,Bundesliga,£13.86m,20,£10.44m,16,"-3,80 Mill. £",2010.0
1095,53,Hamburger SV,Bundesliga,£13.68m,20,£14.00m,12,350 Th. £,2010.0
1096,54,Clube Atlético Mineiro,Série A,£13.34m,55,£10.80m,43,"-2,83 Mill. £",2010.0
1097,55,Guangzhou Evergrande,Super League,£13.16m,17,-,9,"-14,62 Mill. £",2010.0
1098,56,Tigres UANL,Liga MX Clausura,£12.69m,34,£405k,26,"-13,65 Mill. £",2010.0
1099,57,Newcastle United,Premier League,£12.58m,25,£37.58m,18,"27,77 Mill. £",2010.0
1100,58,West Bromwich Albion,Premier League,£12.45m,32,£765k,28,"-12,98 Mill. £",2010.0
1101,59,Standard Liège,Jupiler Pro League,£12.35m,28,£10.94m,22,"-1,58 Mill. £",2010.0
1102,60,Al Sadd Sports Club,Qatar,£12.29m,10,-,11,"-13,65 Mill. £",2010.0
1103,61,Olympiacos Piraeus,Super League,£12.24m,44,£4.50m,37,"-8,60 Mill. £",2010.0
1104,62,Udinese Calcio,Serie A,£12.20m,95,£27.37m,59,"16,86 Mill. £",2010.0
1105,63,Sport Club Corinthians Paulista,Série A,£12.08m,59,£15.90m,60,"4,24 Mill. £",2010.0
1106,64,FC Twente Enschede,Eredivisie,£12.06m,26,£13.03m,24,"1,08 Mill. £",2010.0
1107,65,Besiktas JK,Süper Lig,£11.79m,34,£2.88m,30,"-9,90 Mill. £",2010.0
1108,66,VfB Stuttgart,Bundesliga,£11.79m,14,£18.45m,17,"7,40 Mill. £",2010.0
1109,67,Sporting CP,Liga NOS,£11.52m,48,£20.07m,32,"9,50 Mill. £",2010.0
1110,68,Celtic FC,Premiership,£10.96m,32,£18.53m,32,"8,41 Mill. £",2010.0
1111,69,Gaziantepspor,Süper Lig,£10.85m,21,£18k,18,"-12,03 Mill. £",2010.0
1112,70,Wigan Athletic,Premier League,£10.26m,26,£3.06m,21,"-8,00 Mill. £",2010.0
1113,71,RCD Espanyol Barcelona,LaLiga,£10.13m,22,£22.05m,21,"13,25 Mill. £",2010.0
1114,72,AS Roma,Serie A,£10.08m,40,£9.50m,32,-651 Th. £,2010.0
1115,73,Fulham FC,Premier League,£9.95m,16,£11.35m,23,"1,56 Mill. £",2010.0
1116,74,Desportivo Brasil Ltda (SP),Brazil,£9.95m,71,£18.49m,67,"9,50 Mill. £",2010.0
1117,75,FK Krasnodar,Premier Liga,£9.87m,31,£4.50m,29,"-5,97 Mill. £",2010.0
1119,76,FC Girondins Bordeaux,Ligue 1,£9.45m,24,£19.80m,16,"11,50 Mill. £",2010.0
1120,77,Botafogo Rio de Janeiro,Série A,£9.15m,50,£1.87m,47,"-8,10 Mill. £",2010.0
1121,78,Club Atlético Boca Juniors,Torneo Final,£9.07m,46,£14.04m,35,"5,53 Mill. £",2010.0
1122,79,AS Bari,Serie A,£9.00m,62,£13.95m,52,"5,50 Mill. £",2010.0
1123,80,Santos FC,Série A,£8.87m,45,£14.11m,42,"5,83 Mill. £",2010.0
1124,81,AS Monaco,Ligue 1,£8.78m,38,£12.69m,31,"4,35 Mill. £",2010.0
1125,82,Al-Nasr (Dubai),United Arab Emirates,£8.64m,7,-,12,"-9,60 Mill. £",2010.0
1126,83,PSV Eindhoven,Eredivisie,£8.55m,15,£5.67m,15,"-3,20 Mill. £",2010.0
1127,84,Dinamo Moscow,Premier Liga,£8.28m,19,£7.70m,16,-650 Th. £,2010.0
1128,85,Paris Saint-Germain,Ligue 1,£8.10m,13,£6.30m,11,"-2,00 Mill. £",2010.0
1129,86,São Paulo Futebol Clube,Série A,£8.01m,42,£17.66m,43,"10,72 Mill. £",2010.0
1130,87,Lokomotiv Moscow,Premier Liga,£7.56m,18,£18.99m,18,"12,70 Mill. £",2010.0
1131,88,Brescia Calcio,Serie A,£7.43m,40,£6.89m,26,-600 Th. £,2010.0
